Table Key,Table Name,L831ED (NC1),L831EE (NC1),L831EF (NC1),L831EG (NC1),LF6JE0 (NC1),LFG1EK (NC1),LFG1ER (NC1),LFG2EE (NC1),LFG2EF (NC1),LFG2EG (NC1),LFG2EJ (NC1),LFG2EL (NC1),LFG2EM (NC1),LFG2EP (NC1),LFG3EE (NC1),LFG3EF (NC1),LFG3EG (NC1),LFG3EK (NC1),LFG3EN (NC1),LFG7ED (NC1),LFG7EG (NC1),LFG8EF (NC1),LFG8EG (NC1),LFG9EH (NC1),LFH9EC (NC1),LFH9ED (NC1),LFH9EE (NC1),LFH9EF (NC1),LFJ1EC (NC1),LFJ1EE (NC1),LFJ1EF (NC1),LFJ5EG (NC1),LFN3ER (NC1),LFN4EK (NC1),LFN4EP (NC1),LFN5EN (NC1),LFZZE0 (NC1),LFZZEA (NC1),LSYAEA (NC1),L843EC (NC2),L862ED (NC2),LF4WEG (NC2),LF4XED (NC2),LF4XEE (NC2),LF4XEG (NC2),LF5AEG (NC2),LF5BEG (NC2),LF5CEG (NC2),LF5DEG (NC2),LF8HED (NC2),LF9HED (NC2),LF9HEE (NC2),LF9JED (NC2),LF9KEC (NC2),LF9KEE (NC2),LF9RED (NC2),LF9SED (NC2),LF9TEE (NC2),LF9VEB (NC2),LF9WEB (NC2),LF9XEB (NC2),LFAAEB (NC2),LFABEB (NC2),LFACEB (NC2),LFAKEB (NC2),LFDJEA (NC2),LFDKEB (NC2),LFDLEC (NC2),LFDMEA (NC2),LFDNEB (NC2),LFDPEC (NC2),LFFCED (NC2),LFFDED (NC2),LFFEEE (NC2),LFGJED (NC2),LFGKEC (NC2),LFGKED (NC2),LFGLEF (NC2),LFGMEC (NC2),LFGMEE (NC2),LFGNEC (NC2),LFGNEE (NC2),LFGPEF (NC2),LFLEEC (NC2),LFLGEC (NC2),LFLMEA (NC2),LFLMEC (NC2),LFLMED (NC2),LFLNEC (NC2),LFLPE0 (NC2),LFLPEA (NC2),LFLPEB (NC2),LFLPEC (NC2),LFLPED (NC2),LFLREA (NC2),LFLVEB (NC2),LFLWEB (NC2),LFLXE0 (NC2),LFLXEC (NC2),LFMAE0 (NC2),LFMAEB (NC2),LFMAEC (NC2),LFMSEA (NC2)
High Speed Timer,High Speed Timer,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBF820,0xBF838,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBFBB0,0xBF820,0xBF820,0xBF820,0xBF820,0xBF820,0xBFB78,0xBFB78,0xBFB78,0xBFB30,0xBFB30,0xBFB30,0xBFB30,0xBFB30,0xBFB30,0xBF820,0xBF838,0xBF838,0xBF838,0xBF838,0xBF838,0xBF838,0xBF838,0xBF838,0xBF838,0xC7AB4,0xBFAB4,0xC7AB4,0xC7AB4,0xBFAB4,0xC7AB4,0xBFAB4,0xC7AB4,0xC7AB4,0xC7B30,0xBFB18,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xBFE70,0xBFE70,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xC7AB4,0xBFB18
High Speed Timer | BARO_6DE8,High Speed Timer | BARO_6DE8,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBF800,0xBF818,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBFB90,0xBF800,0xBF800,0xBF800,0xBF800,0xBF800,0xBFB58,0xBFB58,0xBFB58,0xBFB10,0xBFB10,0xBFB10,0xBFB10,0xBFB10,0xBFB10,0xBF800,0xBF818,0xBF818,0xBF818,0xBF818,0xBF818,0xBF818,0xBF818,0xBF818,0xBF818,0xC7A94,0xBFA94,0xC7A94,0xC7A94,0xBFA94,0xC7A94,0xBFA94,0xC7A94,0xC7A94,0xC7B10,0xBFAF8,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xBFE50,0xBFE50,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xC7A94,0xBFAF8
"[Patch] Immobilizer Bypass - PARTIAL | Unpatched = 36616, Patched = 9","[Patch] Immobilizer Bypass - PARTIAL | Unpatched = 36616, Patched = 9",0x8EE12,0x8F132,0x8F5C6,0x8F61E,0x8F5C6,0x91FC2,0x9218A,0x8EE2A,0x8F13E,0x8F5D2,0x91FC2,0x92042,0x920D2,0x9218A,0x8EE2A,0x8F13E,0x8F5D2,0x92042,0x9218A,0x8EE12,0x8F61E,0x8F5C6,0x8F61E,0x8F61E,0x8EE12,0x8F132,0x8F5C6,0x8F61E,0x8EE12,0x8F5C6,0x8F61E,0x8F61E,0x9218A,0x92042,0x9218A,0x9218A,0x9212A,0x9218A,0x9218A,0x8FADE,0x9E2CE,0x953DA,0x94CFE,0x94D56,0x953DA,0x953DA,0x953DA,0x953DA,0x953DA,0x940F2,0x8FADE,0x90062,0x8FADE,0x8FADE,0x90062,0x96F2A,0x96F2A,0x96F2A,0x9699A,0x9699A,0x9699A,0x9699A,0x9699A,0x9699A,0x8FADE,0x9DDDA,0x9DE7A,0x9DE7A,0x9DDDA,0x9DE7A,0x9DE7A,0x9E2CE,0x9E2CE,0x9E2CE,0x9EC66,0x9E36A,0x9EC66,0x9ED0A,0x9E36A,0x9ED0A,0x9E36A,0x9ED0A,0x9ED0A,0x9EC52,0x90CDE,0x9FABA,0x9FB92,0x9FBEA,0x9FB92,0x9FABA,0x9FABA,0x9FB92,0x9FB92,0x9FBEA,0x9FABA,0x975FA,0x975FA,0x9FABA,0x9FBEA,0x9FABA,0x9FB92,0x9FBEA,0x90CDE
"[Patch] Immobilizer Bypass - FULL | Unpatched = 255, Patched = 128","[Patch] Immobilizer Bypass - FULL | Unpatched = 255, Patched = 128",0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8140,0xB8140,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8690,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xB8480,0xB8480,0xB8480,0xB8438,0xB8438,0xB8438,0xB8438,0xB8438,0xB8438,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xB8140,0xC0140,0xB8140,0xC0140,0xC0140,0xB8140,0xC0140,0xB8140,0xC0140,0xC0140,0xC0140,0xB8140,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xB8480,0xB8480,0xC0140,0xC0140,0xC0140,0xC0140,0xC0140,0xB8140
IMRC Cold Exit - ECT Threshold,IMRC Cold Exit - ECT Threshold,0xC8C90,0xC8D14,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8C90,0xC8D14,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8C90,0xC8D14,0xC8D2C,0xC8D2C,0xC8D2C,0xC8C90,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8C90,0xC8D14,0xC8D2C,0xC8D2C,0xC8C90,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC9B88,0xCA2C4,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC8D2C,0xC9B88,0xCA2A8,0xC9B88,0xC9B88,0xCA2A8,0xCA604,0xCA604,0xCA604,0xC9E9C,0xC9E9C,0xC9E9C,0xC9E9C,0xC9E9C,0xC9E9C,0xC9B88,0xC9BA4,0xC9BA4,0xC9BA4,0xC9BA4,0xC9BA4,0xC9BA4,0xCA2C4,0xCA2C4,0xCA2C4,0xD2584,0xCA584,0xD2584,0xD2584,0xCA584,0xD2584,0xCA584,0xD2584,0xD2584,0xD484C,0xCC824,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xCCB80,0xCCB80,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xD47D0,0xCC824
IMRC Cold Exit - RPM Threshold,IMRC Cold Exit - RPM Threshold,0xC8C98,0xC8D1C,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8C98,0xC8D1C,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8C98,0xC8D1C,0xC8D34,0xC8D34,0xC8D34,0xC8C98,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8C98,0xC8D1C,0xC8D34,0xC8D34,0xC8C98,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC9B90,0xCA2CC,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC8D34,0xC9B90,0xCA2B0,0xC9B90,0xC9B90,0xCA2B0,0xCA60C,0xCA60C,0xCA60C,0xC9EA4,0xC9EA4,0xC9EA4,0xC9EA4,0xC9EA4,0xC9EA4,0xC9B90,0xC9BAC,0xC9BAC,0xC9BAC,0xC9BAC,0xC9BAC,0xC9BAC,0xCA2CC,0xCA2CC,0xCA2CC,0xD258C,0xCA58C,0xD258C,0xD258C,0xCA58C,0xD258C,0xCA58C,0xD258C,0xD258C,0xD4854,0xCC82C,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xCCB88,0xCCB88,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xD47D8,0xCC82C
IMRC Cold Exit - TP Threshold,IMRC Cold Exit - TP Threshold,0xC8CE0,0xC8D64,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8CE0,0xC8D64,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8CE0,0xC8D64,0xC8D7C,0xC8D7C,0xC8D7C,0xC8CE0,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8CE0,0xC8D64,0xC8D7C,0xC8D7C,0xC8CE0,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC9BD8,0xCA314,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC8D7C,0xC9BD8,0xCA2F8,0xC9BD8,0xC9BD8,0xCA2F8,0xCA654,0xCA654,0xCA654,0xC9EEC,0xC9EEC,0xC9EEC,0xC9EEC,0xC9EEC,0xC9EEC,0xC9BD8,0xC9BF4,0xC9BF4,0xC9BF4,0xC9BF4,0xC9BF4,0xC9BF4,0xCA314,0xCA314,0xCA314,0xD25D4,0xCA5D4,0xD25D4,0xD25D4,0xCA5D4,0xD25D4,0xCA5D4,0xD25D4,0xD25D4,0xD489C,0xCC874,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xCCBD0,0xCCBD0,0xD4820,0xD4820,0xD4820,0xD4820,0xD4820,0xCC874
IMRC Cold Exit - TP Threshold | RPM_6DD8,IMRC Cold Exit - TP Threshold | RPM_6DD8,0xC8CA8,0xC8D2C,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8CA8,0xC8D2C,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8CA8,0xC8D2C,0xC8D44,0xC8D44,0xC8D44,0xC8CA8,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8CA8,0xC8D2C,0xC8D44,0xC8D44,0xC8CA8,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC9BA0,0xCA2DC,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC8D44,0xC9BA0,0xCA2C0,0xC9BA0,0xC9BA0,0xCA2C0,0xCA61C,0xCA61C,0xCA61C,0xC9EB4,0xC9EB4,0xC9EB4,0xC9EB4,0xC9EB4,0xC9EB4,0xC9BA0,0xC9BBC,0xC9BBC,0xC9BBC,0xC9BBC,0xC9BBC,0xC9BBC,0xCA2DC,0xCA2DC,0xCA2DC,0xD259C,0xCA59C,0xD259C,0xD259C,0xCA59C,0xD259C,0xCA59C,0xD259C,0xD259C,0xD4864,0xCC83C,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xCCB98,0xCCB98,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xD47E8,0xCC83C
IMRC Warm Exit - RPM Threshold,IMRC Warm Exit - RPM Threshold,0xC8CA0,0xC8D24,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8CA0,0xC8D24,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8CA0,0xC8D24,0xC8D3C,0xC8D3C,0xC8D3C,0xC8CA0,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8CA0,0xC8D24,0xC8D3C,0xC8D3C,0xC8CA0,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC9B98,0xCA2D4,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC8D3C,0xC9B98,0xCA2B8,0xC9B98,0xC9B98,0xCA2B8,0xCA614,0xCA614,0xCA614,0xC9EAC,0xC9EAC,0xC9EAC,0xC9EAC,0xC9EAC,0xC9EAC,0xC9B98,0xC9BB4,0xC9BB4,0xC9BB4,0xC9BB4,0xC9BB4,0xC9BB4,0xCA2D4,0xCA2D4,0xCA2D4,0xD2594,0xCA594,0xD2594,0xD2594,0xCA594,0xD2594,0xCA594,0xD2594,0xD2594,0xD485C,0xCC834,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xCCB90,0xCCB90,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xD47E0,0xCC834
IMRC Warm Exit - TP Threshold,IMRC Warm Exit - TP Threshold,0xC8DC0,0xC8E44,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8DC0,0xC8E44,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8DC0,0xC8E44,0xC8E5C,0xC8E5C,0xC8E5C,0xC8DC0,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8DC0,0xC8E44,0xC8E5C,0xC8E5C,0xC8DC0,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC9CB8,0xCA3F4,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC8E5C,0xC9CB8,0xCA3D8,0xC9CB8,0xC9CB8,0xCA3D8,0xCA734,0xCA734,0xCA734,0xC9FCC,0xC9FCC,0xC9FCC,0xC9FCC,0xC9FCC,0xC9FCC,0xC9CB8,0xC9CD4,0xC9CD4,0xC9CD4,0xC9CD4,0xC9CD4,0xC9CD4,0xCA3F4,0xCA3F4,0xCA3F4,0xD26B4,0xCA6B4,0xD26B4,0xD26B4,0xCA6B4,0xD26B4,0xCA6B4,0xD26B4,0xD26B4,0xD497C,0xCC954,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xCCCB0,0xCCCB0,0xD4900,0xD4900,0xD4900,0xD4900,0xD4900,0xCC954
IMRC Warm Exit - TP Threshold | RPM_6DD8,IMRC Warm Exit - TP Threshold | RPM_6DD8,0xC8D88,0xC8E0C,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8D88,0xC8E0C,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8D88,0xC8E0C,0xC8E24,0xC8E24,0xC8E24,0xC8D88,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8D88,0xC8E0C,0xC8E24,0xC8E24,0xC8D88,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC9C80,0xCA3BC,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC8E24,0xC9C80,0xCA3A0,0xC9C80,0xC9C80,0xCA3A0,0xCA6FC,0xCA6FC,0xCA6FC,0xC9F94,0xC9F94,0xC9F94,0xC9F94,0xC9F94,0xC9F94,0xC9C80,0xC9C9C,0xC9C9C,0xC9C9C,0xC9C9C,0xC9C9C,0xC9C9C,0xCA3BC,0xCA3BC,0xCA3BC,0xD267C,0xCA67C,0xD267C,0xD267C,0xCA67C,0xD267C,0xCA67C,0xD267C,0xD267C,0xD4944,0xCC91C,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xCCC78,0xCCC78,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xD48C8,0xCC91C
IMRC Warm Exit - Load Threshold,IMRC Warm Exit - Load Threshold,0xC8EA0,0xC8F24,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8EA0,0xC8F24,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8EA0,0xC8F24,0xC8F3C,0xC8F3C,0xC8F3C,0xC8EA0,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8EA0,0xC8F24,0xC8F3C,0xC8F3C,0xC8EA0,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC9D98,0xCA4D4,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC8F3C,0xC9D98,0xCA4B8,0xC9D98,0xC9D98,0xCA4B8,0xCA814,0xCA814,0xCA814,0xCA0AC,0xCA0AC,0xCA0AC,0xCA0AC,0xCA0AC,0xCA0AC,0xC9D98,0xC9DB4,0xC9DB4,0xC9DB4,0xC9DB4,0xC9DB4,0xC9DB4,0xCA4D4,0xCA4D4,0xCA4D4,0xD2794,0xCA794,0xD2794,0xD2794,0xCA794,0xD2794,0xCA794,0xD2794,0xD2794,0xD4A5C,0xCCA34,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xCCD90,0xCCD90,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xD49E0,0xCCA34
IMRC Warm Exit - Load Threshold | RPM_6DD8,IMRC Warm Exit - Load Threshold | RPM_6DD8,0xC8E68,0xC8EEC,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8E68,0xC8EEC,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8E68,0xC8EEC,0xC8F04,0xC8F04,0xC8F04,0xC8E68,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8E68,0xC8EEC,0xC8F04,0xC8F04,0xC8E68,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC9D60,0xCA49C,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC8F04,0xC9D60,0xCA480,0xC9D60,0xC9D60,0xCA480,0xCA7DC,0xCA7DC,0xCA7DC,0xCA074,0xCA074,0xCA074,0xCA074,0xCA074,0xCA074,0xC9D60,0xC9D7C,0xC9D7C,0xC9D7C,0xC9D7C,0xC9D7C,0xC9D7C,0xCA49C,0xCA49C,0xCA49C,0xD275C,0xCA75C,0xD275C,0xD275C,0xCA75C,0xD275C,0xCA75C,0xD275C,0xD275C,0xD4A24,0xCC9FC,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xCCD58,0xCCD58,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xD49A8,0xCC9FC
IMTV Short Runner Activation A - Min TP Threshold,IMTV Short Runner Activation A - Min TP Threshold,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB57C,0xBB57C,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB9A4,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB8BC,0xBB8BC,0xBB8BC,0xBB874,0xBB874,0xBB874,0xBB874,0xBB874,0xBB874,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xBB57C,0xC357C,0xBB57C,0xC357C,0xC357C,0xBB57C,0xC357C,0xBB57C,0xC357C,0xC357C,0xC35F8,0xBB5F8,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xBB938,0xBB938,0xC357C,0xC357C,0xC357C,0xC357C,0xC357C,0xBB5F8
IMTV Short Runner Activation A - Min TP Threshold | RPM_6DD8,IMTV Short Runner Activation A - Min TP Threshold | RPM_6DD8,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB558,0xBB558,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB980,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xBB898,0xBB898,0xBB898,0xBB850,0xBB850,0xBB850,0xBB850,0xBB850,0xBB850,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xBB558,0xC3558,0xBB558,0xC3558,0xC3558,0xBB558,0xC3558,0xBB558,0xC3558,0xC3558,0xC35D4,0xBB5D4,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xBB914,0xBB914,0xC3558,0xC3558,0xC3558,0xC3558,0xC3558,0xBB5D4
IMTV Short Runner Activation A - Max RPM Threshold | Not Idle,IMTV Short Runner Activation A - Max RPM Threshold | Not Idle,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB548,0xBB548,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB970,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xBB888,0xBB888,0xBB888,0xBB840,0xBB840,0xBB840,0xBB840,0xBB840,0xBB840,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xBB548,0xC3548,0xBB548,0xC3548,0xC3548,0xBB548,0xC3548,0xBB548,0xC3548,0xC3548,0xC35C4,0xBB5C4,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xBB904,0xBB904,0xC3548,0xC3548,0xC3548,0xC3548,0xC3548,0xBB5C4
